,symboling,normalized-losses,num-of-doors,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,diesel,gas,horsepower_ordinal,make_freq,aspiration_std,aspiration_turbo,body-style_convertible,body-style_hardtop,body-style_hatchback,body-style_sedan,body-style_wagon,drive-wheels_4wd,drive-wheels_awd,drive-wheels_fwd,drive-wheels_rwd,engine-location_front,engine-location_rear,engine-type_dohc,engine-type_l,engine-type_ohc,engine-type_ohcf,engine-type_ohcv,engine-type_rotor,fuel-system_1bbl,fuel-system_2bbl,fuel-system_4bbl,fuel-system_idi,fuel-system_mfi,fuel-system_mpfi,fuel-system_spdi,fuel-system_spfi
49,1,0.20418848167539266,two,0.18950437317784274,0.26865671641791034,0.8916666666666667,0.5249999999999999,0.16175329712955777,four,0.1132075471698113,3.03,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.041631497939526335,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,0.2513089005235602,four,0.18950437317784274,0.38358208955223905,0.8916666666666667,0.5249999999999999,0.17726920093095422,four,0.1132075471698113,3.03,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.03914899955315029,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,0.2513089005235602,four,0.18950437317784274,0.38358208955223905,0.8916666666666667,0.5249999999999999,0.17920868890612873,four,0.1132075471698113,3.08,0.5142857142857142,0.125,0.09345794392523366,0.346938775510204,0.49999999999999994,0.5789473684210527,0.056526488257782614,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52,3,0.44502617801047123,two,0.2536443148688048,0.4164179104477612,0.9125,0.1499999999999999,0.3460046547711404,two,0.03396226415094339,3.329751243781096,0.5809523809523811,0.15000000000000002,0.24766355140186913,0.7551020408163265,0.1111111111111111,0.1842105263157895,0.14465518097413238,0.6797385620915033,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,3,0.44502617801047123,two,0.2536443148688048,0.4164179104477612,0.9125,0.1499999999999999,0.3460046547711404,two,0.03396226415094339,3.329751243781096,0.5809523809523811,0.15000000000000002,0.24766355140186913,0.7551020408163265,0.1111111111111111,0.1842105263157895,0.1669976664515168,0.6797385620915033,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,3,0.44502617801047123,two,0.2536443148688048,0.4164179104477612,0.9125,0.1499999999999999,0.3479441427463149,two,0.03396226415094339,3.329751243781096,0.5809523809523811,0.15000000000000002,0.24766355140186913,0.7551020408163265,0.1111111111111111,0.1842105263157895,0.21168263740628568,0.6797385620915033,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,3,0.44502617801047123,two,0.2536443148688048,0.4164179104477612,0.9125,0.1499999999999999,0.39255236617532974,two,0.07169811320754715,3.329751243781096,0.5809523809523811,0.15000000000000002,0.2196261682242991,0.7551020408163265,0.08333333333333331,0.1842105263157895,0.2613326051338067,0.7447916666666665,0,1,1.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
56,1,0.3350785340314136,two,0.3556851311953353,0.5477611940298508,0.9236111111111112,0.4916666666666667,0.3479441427463149,four,0.23018867924528302,3.39,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.09252271486023533,0.31944444444444425,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,0.2617801047120419,four,0.3556851311953353,0.5477611940298508,0.9236111111111112,0.641666666666667,0.3576415826221877,four,0.23018867924528302,3.39,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.08383397050791916,0.31944444444444425,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1,0.3350785340314136,two,0.3556851311953353,0.5477611940298508,0.9236111111111112,0.4916666666666667,0.3479441427463149,four,0.23018867924528302,3.39,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.13596643662181618,0.31944444444444425,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0,0.2617801047120419,four,0.3556851311953353,0.5477611940298508,0.9236111111111112,0.641666666666667,0.3576415826221877,four,0.23018867924528302,3.39,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.12727769226950003,0.31944444444444425,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,0.29842931937172773,four,0.3556851311953353,0.5477611940298508,0.9236111111111112,0.641666666666667,0.37044220325833976,four,0.23018867924528302,3.39,0.6285714285714288,0.98125,0.07476635514018692,0.20408163265306123,0.6388888888888888,0.6842105263157894,0.14093143339456832,0.13040123456790126,1,0,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,0,0.2617801047120419,four,0.3556851311953353,0.5477611940298508,0.9236111111111112,0.641666666666667,0.36346004654771136,four,0.23018867924528302,3.39,0.6285714285714288,0.09999999999999998,0.16822429906542058,0.26530612244897966,0.3611111111111111,0.42105263157894735,0.1521026761332605,0.31944444444444425,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0,0.27748691099476436,four,0.5335276967930032,0.5059701492537312,0.9180555555555556,0.5500000000000003,0.45849495733126444,four,0.2981132075471698,3.76,0.5190476190476192,0.0625,0.3364485981308411,0.346938775510204,0.16666666666666669,0.2894736842105263,0.32674643761481553,0.5701754385964912,0,1,1.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
63,0,0.29842931937172773,four,0.5335276967930032,0.5059701492537312,0.9180555555555556,0.5500000000000003,0.47013188518231197,four,0.27547169811320754,3.43,0.7476190476190478,0.9375,0.11214953271028039,0.020408163265306145,0.49999999999999994,0.6052631578947367,0.32833523658209623,0.2096774193548387,1,0,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
64,-1,0.14659685863874344,four,0.6822157434402332,0.7432835820895525,0.9763888888888888,0.7250000000000001,0.7862684251357641,five,0.460377358490566,3.58,0.7476190476190478,0.90625,0.3504672897196262,0.08163265306122436,0.24999999999999994,0.23684210526315785,0.5072737202720818,0.44318181818181807,1,0,1.0,0.03980099502487562,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
65,-1,0.14659685863874344,four,0.6822157434402332,0.7432835820895525,0.9763888888888888,0.9083333333333337,0.8774243599689682,five,0.460377358490566,3.58,0.7476190476190478,0.90625,0.3504672897196262,0.08163265306122436,0.24999999999999994,0.23684210526315785,0.5742018767687802,0.44318181818181807,1,0,1.0,0.03980099502487562,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66,0,0.14659685863874344,two,0.5860058309037903,0.6925373134328354,0.9763888888888888,0.5916666666666663,0.7785104732350658,five,0.460377358490566,3.58,0.7476190476190478,0.90625,0.3504672897196262,0.08163265306122436,0.24999999999999994,0.23684210526315785,0.5724144779305893,0.44318181818181807,1,0,1.0,0.03980099502487562,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,-1,0.14659685863874344,four,0.8454810495626819,0.9179104477611943,0.9958333333333332,0.7083333333333335,0.8851823118696664,five,0.460377358490566,3.58,0.7476190476190478,0.90625,0.3504672897196262,0.08163265306122436,0.24999999999999994,0.23684210526315785,0.6574152226801053,0.44318181818181807,1,0,1.0,0.03980099502487562,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
68,-1,0.29842931937172773,four,0.8454810495626819,0.9179104477611943,0.9958333333333332,0.7250000000000001,0.8735453840186191,eight,0.6528301886792454,3.46,0.4904761904761905,0.08125000000000004,0.49999999999999994,0.24489795918367352,0.08333333333333331,0.05263157894736842,0.7215629809840625,0.7447916666666665,0,1,1.0,0.03980099502487562,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69,3,0.4031413612565445,two,0.29154518950437325,0.5850746268656719,0.9791666666666666,0.24999999999999956,0.8522110162916989,eight,0.6528301886792454,3.46,0.4904761904761905,0.08125000000000004,0.49999999999999994,0.24489795918367352,0.08333333333333331,0.05263157894736842,0.7432103669132615,0.7447916666666665,0,1,1.0,0.03980099502487562,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
70,0,0.29842931937172773,four,1.0,1.0,0.9958333333333332,0.7416666666666667,0.9356089992242047,eight,0.9320754716981132,3.8,0.6095238095238096,0.0625,0.6355140186915889,0.1428571428571428,0.027777777777777735,0.0,0.8897770716449036,0.9027777777777777,0,1,2.0,0.03980099502487562,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
71,1,0.29842931937172773,two,0.740524781341108,0.8671641791044773,1.0,0.6333333333333333,0.8638479441427462,eight,0.9169811320754717,3.8,0.6095238095238096,0.0625,0.6355140186915889,0.1428571428571428,0.027777777777777735,0.0,1.0,0.9027777777777777,0,1,2.0,0.03980099502487562,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
72,1,0.29842931937172773,two,0.4693877551020411,0.5567164179104478,0.9444444444444444,0.5833333333333335,0.5515903801396431,four,0.2981132075471698,3.78,0.5000000000000002,0.0625,0.5934579439252337,0.346938775510204,0.16666666666666669,0.21052631578947367,0.2826324412889132,0.5701754385964912,0,1,2.0,0.004975124378109453,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
73,2,0.5026178010471205,two,0.20699708454810528,0.2417910447761198,0.8944444444444445,0.24999999999999956,0.16679596586501166,four,0.11698113207547167,2.97,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.6666666666666665,0.6578947368421053,0.006727570627079071,0.11711711711711725,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,2,0.5026178010471205,two,0.20699708454810528,0.2417910447761198,0.8944444444444445,0.24999999999999956,0.17688130333591934,four,0.11698113207547167,2.97,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.026587557718087462,0.2096774193548387,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2,0.5026178010471205,two,0.20699708454810528,0.2417910447761198,0.8944444444444445,0.24999999999999956,0.20015515903801395,four,0.11698113207547167,2.97,0.5523809523809524,0.15000000000000002,0.09345794392523366,0.5510204081632655,0.49999999999999994,0.5789473684210527,0.03850354997269251,0.2096774193548387,0,1,0.0,0.04477611940298507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,1,0.5026178010471205,two,0.18658892128279891,0.2417910447761198,0.8861111111111111,0.24999999999999956,0.25484871993793634,four,0.139622641509434,3.03,0.6285714285714288,0.03749999999999998,0.2523364485981308,0.5510204081632655,0.3055555555555555,0.368421052631579,0.0638250335137282,0.3761574074074073,0,1,1.0,0.05970149253731343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,3,0.4607329842931937,two,0.2827988338192422,0.4761194029850744,0.9083333333333334,0.1333333333333333,0.34212567882079126,four,0.1849056603773585,3.17,0.661904761904762,0.03125,0.3177570093457944,0.5510204081632655,0.27777777777777773,0.368421052631579,0.12017774688446453,0.4082125603864734,0,1,1.0,0.05970149253731343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78,3,0.4607329842931937,two,0.2827988338192422,0.4761194029850744,0.9083333333333334,0.1333333333333333,0.32583397982932505,four,0.23018867924528302,3.35,0.661904761904762,0.09375,0.1869158878504673,0.346938775510204,0.3333333333333333,0.42105263157894735,0.0839332704433742,0.3466666666666666,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
79,3,0.29842931937172773,two,0.2711370262390673,0.4791044776119402,0.9208333333333332,0.20000000000000062,0.5217222653219551,four,0.3584905660377358,3.58,0.8523809523809525,0.0,0.4532710280373831,0.346938775510204,0.16666666666666669,0.21052631578947367,0.18646045380070503,0.5701754385964912,0,1,1.0,0.05970149253731343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
80,3,0.29842931937172773,two,0.2711370262390673,0.4791044776119402,0.9208333333333332,0.20000000000000062,0.5558572536850273,four,0.3584905660377358,3.59,0.8523809523809525,0.0,0.4532710280373831,0.346938775510204,0.16666666666666669,0.21052631578947367,0.12789831686609404,0.5701754385964912,0,1,1.0,0.05970149253731343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,3,0.29842931937172773,two,0.2711370262390673,0.4791044776119402,0.9208333333333332,0.20000000000000062,0.5577967416602017,four,0.3584905660377358,3.59,0.8523809523809525,0.0,0.4532710280373831,0.346938775510204,0.16666666666666669,0.21052631578947367,0.23263492378729955,0.5701754385964912,0,1,1.0,0.05970149253731343,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,1,0.3141361256544503,four,0.2827988338192422,0.46716417910447783,0.9083333333333334,0.3166666666666669,0.34018619084561674,four,0.23018867924528302,3.35,0.661904761904762,0.09375,0.1869158878504673,0.346938775510204,0.3333333333333333,0.42105263157894735,0.04644754480909585,0.3466666666666666,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1,0.3141361256544503,four,0.2827988338192422,0.46716417910447783,0.9083333333333334,0.3166666666666669,0.3557020946470132,four,0.23018867924528302,3.35,0.661904761904762,0.09375,0.1869158878504673,0.346938775510204,0.3333333333333333,0.42105263157894735,0.07623752544560847,0.3466666666666666,0,1,0.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84,1,0.3141361256544503,four,0.2827988338192422,0.46716417910447783,0.9083333333333334,0.3166666666666669,0.3549262994569433,four,0.1849056603773585,3.17,0.661904761904762,0.03125,0.3177570093457944,0.5510204081632655,0.27777777777777773,0.368421052631579,0.1032967578571074,0.4082125603864734,0,1,1.0,0.05970149253731343,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
85,-1,0.3769633507853403,four,0.2827988338192422,0.46716417910447783,0.9083333333333334,0.3166666666666669,0.3549262994569433,four,0.1849056603773585,3.17,0.661904761904762,0.03125,0.3177570093457944,0.5510204081632655,0.27777777777777773,0.368421052631579,0.1032967578571074,0.4082125603864734,0,1,1.0,0.05970149253731343,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86,1,0.3298429319371728,two,0.23032069970845503,0.36119402985074656,0.8861111111111111,0.5583333333333331,0.15554693560899924,four,0.1358490566037736,3.15,0.5809523809523811,0.15000000000000002,0.09813084112149534,0.4285714285714286,0.49999999999999994,0.5526315789473684,0.00945831885209275,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
87,1,0.3298429319371728,two,0.23032069970845503,0.36119402985074656,0.8861111111111111,0.5583333333333331,0.20519782777346784,four,0.15849056603773587,2.99,0.6666666666666667,0.9312499999999999,0.03271028037383178,0.26530612244897966,0.8888888888888888,0.894736842105263,0.04917829303410953,0.03209876543209872,1,0,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88,1,0.3298429319371728,two,0.23032069970845503,0.36119402985074656,0.8861111111111111,0.5583333333333331,0.16679596586501166,four,0.1358490566037736,3.15,0.5809523809523811,0.15000000000000002,0.09813084112149534,0.4285714285714286,0.49999999999999994,0.5526315789473684,0.03800705029541729,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1,0.29842931937172773,four,0.23032069970845503,0.36119402985074656,0.8861111111111111,0.5583333333333331,0.17455391776570983,four,0.1358490566037736,3.15,0.5809523809523811,0.15000000000000002,0.09813084112149534,0.4285714285714286,0.49999999999999994,0.5526315789473684,0.0429720470681694,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1,0.19895287958115188,four,0.23032069970845503,0.4343283582089552,0.8861111111111111,0.4750000000000001,0.20791311093871212,four,0.1358490566037736,3.15,0.5809523809523811,0.15000000000000002,0.09813084112149534,0.4285714285714286,0.49999999999999994,0.5526315789473684,0.05538453900004964,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1,0.3298429319371728,two,0.23032069970845503,0.36119402985074656,0.8861111111111111,0.5583333333333331,0.17959658650116372,four,0.1358490566037736,3.15,0.5809523809523811,0.15000000000000002,0.09813084112149534,0.4285714285714286,0.49999999999999994,0.5526315789473684,0.054143289806861616,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1,0.3298429319371728,two,0.23032069970845503,0.36567164179104505,0.8861111111111111,0.4583333333333335,0.20946470131885186,four,0.1358490566037736,3.15,0.5809523809523811,0.15000000000000002,0.09813084112149534,0.4285714285714286,0.49999999999999994,0.5526315789473684,0.06655578173874185,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1,0.29842931937172773,four,0.23032069970845503,0.36119402985074656,0.8861111111111111,0.5583333333333331,0.1873545384018619,four,0.1358490566037736,3.15,0.5809523809523811,0.15000000000000002,0.09813084112149534,0.4285714285714286,0.49999999999999994,0.5526315789473684,0.05910828657961373,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,1,0.19895287958115188,four,0.23032069970845503,0.4343283582089552,0.8861111111111111,0.4750000000000001,0.212955779674166,four,0.1358490566037736,3.15,0.5809523809523811,0.15000000000000002,0.09813084112149534,0.4285714285714286,0.49999999999999994,0.5526315789473684,0.07152077851149397,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2,0.5392670157068062,two,0.24781341107871713,0.31791044776119426,0.8861111111111111,0.4583333333333335,0.20170674941815359,four,0.1358490566037736,3.15,0.5809523809523811,0.15000000000000002,0.09813084112149534,0.4285714285714286,0.49999999999999994,0.5526315789473684,0.0777270244774341,0.2096774193548387,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0,0.21465968586387435,four,0.3090379008746358,0.48208955223880645,0.9055555555555556,0.5750000000000006,0.3242823894491854,four,0.22264150943396227,3.33,0.6666666666666667,0.09375,0.2289719626168224,0.4285714285714286,0.3888888888888889,0.4736842105263157,0.09510451318206642,0.294238683127572,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0,0.21465968586387435,four,0.3090379008746358,0.48208955223880645,0.9055555555555556,0.5750000000000006,0.3157486423584174,four,0.22264150943396227,3.33,0.6666666666666667,0.09375,0.2289719626168224,0.4285714285714286,0.3888888888888889,0.4736842105263157,0.10999950350032273,0.294238683127572,0,1,0.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0,0.3298429319371728,four,0.40233236151603524,0.6059701492537313,0.9236111111111112,0.6083333333333338,0.6233514352211016,six,0.45283018867924524,3.43,0.5714285714285716,0.125,0.48598130841121495,0.4285714285714286,0.1111111111111111,0.1578947368421053,0.20805818976217666,0.6797385620915033,0,1,1.0,0.0845771144278607,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
